"job_id","job_title","job_location","job_schedule_type","salary_year_avg","job_posted_date","company_name"
376277,"Operations Reporting and Data Analyst - Boston, MA","Anywhere","Full-time","62500.0","2023-02-14 12:00:21","Crescentia GTS"
634102,"Data Processing and Reporting Analyst","Anywhere","Full-time","62000.0","2023-09-08 09:39:55","Get It Recruit - Information Technology"
272662,"Business Intelligence Engineer","Anywhere","Contractor","62000.0","2023-05-31 17:53:38","Neurons Lab"
955933,"Freelance Online Data Analyst","Anywhere","Full-time and Contractor","60500.0","2023-11-15 06:02:08","Get It Recruit - Information Technology"
1579976,"Freelance Online Data Analyst","Anywhere","Full-time and Contractor","60500.0","2023-11-02 08:02:05","Get It Recruit - Information Technology"
1431520,"Entry Level Data Analyst","Anywhere","Full-time","60000.0","2023-01-18 14:46:40","Jumpvine"
179907,"Data Analyst - Payroll Operations","Anywhere","Full-time","60000.0","2023-10-10 07:00:12","Get It Recruit - Information Technology"
163009,"Social Media Data Analyst","Anywhere","Full-time","60000.0","2023-08-20 14:00:02","Get It Recruit - Marketing"
697068,"Remote Data Analyst","Anywhere","Full-time","60000.0","2023-05-12 19:19:12","Kaye/Bassman International, Corp."
286007,"Data Analyst","Anywhere","Full-time","60000.0","2023-08-20 10:00:02","Get It Recruit - Information Technology"
1138427,"Data Science Analyst I","Anywhere","Full-time","60000.0","2023-07-24 20:04:05","Aflac, Incorporated"
212308,"Data Analyst","Anywhere","Full-time","60000.0","2023-10-10 18:01:22","El Buen Samaritano"
616124,"Junior Data Analyst","Anywhere","Full-time","60000.0","2023-09-16 19:03:22","Get It Recruit - Finance"
143739,"Junior Data Analyst","Anywhere","Full-time","60000.0","2023-05-31 07:37:04","TalentKompass Deutschland"
1009250,"Full-time / Financial Data Analyst (Remote)","Anywhere","Full-time","60000.0","2023-05-18 07:02:41","eStaffing Inc."
758435,"HR Data Analyst","Anywhere","Full-time","60000.0","2023-02-25 09:00:07","SHI International Corp."
1424729,"Atmospheric Scientist/Data Analyst","Anywhere","Full-time","60000.0","2023-03-23 11:54:49","BLUE STORM ASSOCIATES INC"
333817,"Admissions & Recruitment Business Data Analyst (Hybrid-80% remote)","Anywhere","Full-time","60000.0","2023-12-07 20:01:55","University of North Texas Health Science Center"
719006,"Data Analyst - Call Center","Anywhere","Full-time","59500.0","2023-12-22 09:01:35","Suncoast Credit Union"
1117967,"HR Data Analyst- REMOTE","Anywhere","Full-time","59000.0","2023-01-18 11:58:39","Ryder System"
489565,"HR Data Analyst- REMOTE","Anywhere","Full-time","59000.0","2023-01-04 08:31:12","Ryder System"
1091264,"Logistics Data Analyst (Remote Friendly)","Anywhere","Full-time","58000.0","2023-06-19 14:00:09","Webstaurant Store"
863378,"Remote Data Analyst Consultant","Anywhere","Full-time","58000.0","2023-02-07 23:04:30","Insight Global"
1635949,"Remote Data Analyst II","Anywhere","Full-time","57500.0","2023-10-23 13:00:01","Get It Recruit - Information Technology"
346462,"Remote Data Analyst II","Anywhere","Full-time","57500.0","2023-10-26 13:00:07","The Difference Card"
785489,"Data Management Analyst- Remote","Anywhere","Full-time","57500.0","2023-09-28 13:15:57","Stafford Consulting Company, Inc."
441975,"Data Analyst I","Anywhere","Full-time","57500.0","2023-11-20 19:00:58","FiberFirst"
739541,"Healthcare Data SAS Analyst I","Anywhere","Full-time","57300.0","2023-07-14 19:53:59","Ascendo Resources"
1598725,"Lead Data Analyst/Data Architect","Anywhere","Full-time","55500.0","2023-11-20 08:01:24","Get It Recruit - Information Technology"
837423,"CCBHC Data Analyst (Grant Funded Position)","Anywhere","Full-time","55000.0","2023-01-17 00:22:01","State of Georgia"
562116,"Environmental Data Analyst","Anywhere","Full-time","55000.0","2023-01-13 21:03:57","JARBO Employment Group"
486466,"Data Analyst - US Healthcare (REMOTE)","Anywhere","Full-time","54540.0","2023-05-08 08:02:56","WALGREENS"
198826,"Statistical Data Analyst (Buyer Engagement Strategist)","Anywhere","Full-time","53000.0","2023-08-21 21:04:32","University of South Florida"
1203514,"Data Analyst (Remote)","Anywhere","Full-time","52500.0","2023-01-14 09:43:54","Acosta, Inc."
74841,"Data Quality Analyst","Anywhere","Full-time","52500.0","2023-10-04 10:00:19","Get It Recruit - Information Technology"
902110,"Junior Data Analyst","Anywhere","Full-time","52500.0","2023-02-24 18:00:55","Phoenix Capital Group Holdings LLC"
667237,"E-Commerce Digital Analyst","Anywhere","Full-time","52500.0","2023-04-11 15:17:43","Fitsoftware OU"
862094,"Data Analyst","Anywhere","Full-time","52500.0","2023-05-12 19:01:22","Kaye/Bassman International"
1049427,"Data Analyst","Anywhere","Full-time","52000.0","2023-01-18 14:00:12","Spark451 Inc."
642310,"OPEN RANK: Qualitative Research Data Analyst or Senior Research...","Anywhere","Full-time","51500.0","2023-12-18 19:00:13","University of Maryland, Baltimore"
1073885,"Sr. Data Analyst","Anywhere","Full-time","51059.0","2023-01-23 00:00:38","Jacksonville"
44448,"Data Quality Analyst","Anywhere","Full-time","51000.0","2023-11-27 10:02:29","Get It Recruit - Information Technology"
1086455,"Data Analysis & Reporting Specialist","Anywhere","Full-time","50500.0","2023-12-14 07:34:00","Get It Recruit - Information Technology"
1278164,"Data Analyst","Anywhere","Full-time","50000.0","2023-12-16 08:00:01","Get It Recruit - Transportation"
1672776,"Data Entry Analyst","Anywhere","Full-time","50000.0","2023-09-21 19:01:03","Get It Recruit - Administrative"
522407,"Data Analysis & Reporting Specialist","Anywhere","Full-time","50000.0","2023-10-29 14:28:30","Get It Recruit - Information Technology"
269335,"Data Analyst I - Healthcare Analytics","Anywhere","Full-time","50000.0","2023-05-30 11:01:58","Get It Recruit - Information Technology"
587906,"Data Analyst","Anywhere","Full-time and Contractor","50000.0","2023-11-11 18:02:54","Makana Technologies"
1605573,"Clinical Data Analyst (Entry to Mid Level)","Anywhere","Full-time","48500.0","2023-08-24 16:01:04","Allied Technologies & Consulting"
229128,"Data Analyst / Engineer","Anywhere","Contractor","47500.0","2023-01-19 01:28:29","Men's Health Clinic (MHC)"
1262617,"Financial Data Analyst","Anywhere","Full-time","47500.0","2023-10-10 20:38:56","Ali Awad Law, P.C."
42319,"Data Analyst","Anywhere","Full-time","47500.0","2023-01-25 22:04:45","Insight Global"
1619146,"Data Analyst","Anywhere","Full-time","46500.0","2023-11-05 07:00:06","Get It Recruit - Administrative"
473213,"Data Analyst-Operations","Anywhere","Full-time","42500.0","2023-02-28 15:00:06","U.S. Wire and Cable Company/ Flexon Industries"
512966,"Ecommerce Business Analyst/Data Analyst with Good exp with SQL","Anywhere","Contractor","41000.0","2023-02-15 02:00:35","BayOne Solutions"
663127,"Data Quality Analyst (Fraud Prevention)","Anywhere","Full-time","40000.0","2023-10-26 23:55:07","owl.co"
994565,"Remote Data Analyst","Anywhere","Full-time","39000.0","2023-04-28 12:01:30","Get It Recruit - Administrative"
1349849,"Financial Data Analyst","Anywhere","Full-time","36000.0","2023-06-08 08:46:41","Get It Recruit - Information Technology"
1178688,"Data Analyst","Anywhere","Contractor","35000.0","2023-06-20 21:57:57","Jobmatchingpartner Ltd"
216489,"Research Scientist","Anywhere","Full-time","25000.0","2023-07-18 07:03:51","ED-Energy Storage & Distributed R"
